Transaction_Text,Label
IKEA furniture shopping | Ref:704dc5d8 | Amount: INR 745.01,Shopping
BANK Personal UPI transfer PAYMENT,Personal Transfer
PHONEPE Water bill payment UPI,Bills
PHONEPE Monthly rent transfer TRANSACTION,Rent
GPAY Monthly SIP investment PAYMENT,Investment
GPAY Utility bill payment PAYMENT,Bills
ONLINE Employer salary payment PAYMENT,Salary
IndiGo flight ticket | Ref:c9b839e6 | Amount: INR 35101.25,Transport
Swiggy order payment | Ref:84ca060b | Amount: INR 21278.08,Food
GPAY Cinema ticket payment TRANSACTION,Entertainment
IndiGo flight ticket | Ref:0697b6fb | Amount: INR 20748.01,Transport
PAYTM Cinema ticket payment TRANSACTION,Entertainment
Personal loan EMI deduction | Ref:8ba16ee9 | Amount: INR 18480.55,EMI
UPI Personal loan EMI payment ONLINE,EMI
POS Monthly salary credit PURCHASE,Salary
ONLINE Salary August credit ONLINE,Salary
Grocery purchase at Big Bazaar | Ref:e84b42a1 | Amount: INR 5510.35,Food
POS General purchase PURCHASE,Other
PHONEPE Dominos pizza payment,Food
Uber ride payment | Ref:6c6e0971 | Amount: INR 31242.05,Transport
Petrol pump fuel payment | Ref:450052b5 | Amount: INR 10544.01,Petrol
PPF contribution | Ref:2c9a0c3a | Amount: INR 17969.66,Investment
IRCTC train ticket booking | Ref:cec8bc53 | Amount: INR 34180.5,Transport
Personal loan EMI deduction | Ref:c47ea5d3 | Amount: INR 25044.66,EMI
BANK Office salary received ONLINE,Salary
HDFC home loan EMI | Ref:76156fc5 | Amount: INR 11216.51,EMI
Prime Video subscription TRANSACTION,Entertainment
UPI IOCL fuel station UPI ONLINE,Petrol
Amazon online shopping | Ref:da7be901 | Amount: INR 4894.14,Shopping
BANK Apartment rent payment UPI,Rent
ONLINE Apollo Pharmacy payment UPI,Medical
Petrol pump fuel payment | Ref:10a5a2ac | Amount: INR 4528.46,Petrol
Unknown bank transaction,Other
Credit card EMI installment | Ref:873570e0 | Amount: INR 3422.3,EMI
POS Disney Hotstar subscription PURCHASE,Entertainment
PAYTM PG rent payment,Rent
Uber ride payment | Ref:456387a7 | Amount: INR 18653.29,Transport
GPAY Money transfer to person UPI,Personal Transfer
ONLINE General purchase ONLINE,Other
MakeMyTrip hotel booking | Ref:86c55686 | Amount: INR 28782.43,Transport
POS Indian Oil petrol pump payment TRANSACTION,Petrol
UPI Water bill payment,Bills
UPI Blinkit grocery payment PURCHASE,Groceries
UPI Monthly wages credited PAYMENT,Salary
HPCL petrol payment PAYMENT,Petrol
HDFC home loan EMI | Ref:ae00779b | Amount: INR 14710.33,EMI
Bajaj Finserv EMI payment | Ref:70830254 | Amount: INR 12395.32,EMI
Petrol pump fuel payment | Ref:b144bfb2 | Amount: INR 43824.56,Petrol
UPI Spotify subscription UPI,Entertainment
GPAY Medical shop purchase UPI,Medical
GPAY Cash deposit credit ONLINE,Income
UPI Clinic payment UPI,Medical
Amazon online shopping | Ref:8b80aaf4 | Amount: INR 27241.41,Shopping
PHONEPE Coaching institute UPI,Studies
UPI payment to Ravi ONLINE,Personal Transfer
GPAY Money received TRANSACTION,Income
Petrol pump fuel payment | Ref:ad06c481 | Amount: INR 26346.48,Petrol
PHONEPE General payment,Other
ONLINE Blinkit grocery payment ONLINE,Groceries
BANK Employer salary payment UPI,Salary
BANK Clinic payment TRANSACTION,Medical
POS Monthly salary credit TRANSACTION,Salary
PAYTM Unknown bank transaction UPI,Other
PAYTM UPI transfer to friend PURCHASE,Personal Transfer
Cafe coffee purchase at | Ref:dd857f7a | Amount: INR 8770.34,Food
PHONEPE Education institute UPI payment PAYMENT,Studies
POS Prime Video subscription,Entertainment
ONLINE Personal bank transfer PURCHASE,Personal Transfer
Groww ETF investment | Ref:6a7236a1 | Amount: INR 42006.14,Investment
UPI General payment UPI,Other
Room rent August PAYMENT,Rent
PHONEPE Uber cab payment UPI,Transport
PHONEPE Apartment rent payment ONLINE,Rent
POS Theatre ticket payment ONLINE,Entertainment
Restaurant dining at | Ref:0c9c38ca | Amount: INR 46013.7,Food
POS Internet broadband bill PURCHASE,Bills
PAYTM Salary August credit PURCHASE,Salary
Airtel recharge,Bills
Petrol pump fuel payment | Ref:89de8113 | Amount: INR 22504.05,Petrol
UPI Theatre ticket payment UPI,Entertainment
PAYTM Educational institution fee PURCHASE,Studies
SBI car loan EMI | Ref:d5358c34 | Amount: INR 9134.52,EMI
Ola cab fare | Ref:6ceebd28 | Amount: INR 33546.5,Transport
BANK Commission received PURCHASE,Income
Myntra clothing order | Ref:01901652 | Amount: INR 21985.71,Shopping
Reliance Fresh supermarket payment UPI,Groceries
UPI Hostel rent payment UPI,Rent
SBI car loan EMI | Ref:704923bc | Amount: INR 44937.32,EMI
BANK Hospital bill payment PAYMENT,Medical
BANK Gas bill payment ONLINE,Bills
Petrol pump fuel payment | Ref:c2a72489 | Amount: INR 30069.9,Petrol
ONLINE General purchase PURCHASE,Other
BANK Blinkit grocery payment TRANSACTION,Groceries
Medical shop purchase ONLINE,Medical
IndiGo flight ticket | Ref:55c50b3a | Amount: INR 33435.33,Transport
BANK BookMyShow movie ticket PAYMENT,Entertainment
BANK Prime Video subscription TRANSACTION,Entertainment
Ola cab fare | Ref:e4970c2e | Amount: INR 49063.52,Transport
General credit to account UPI,Income
UPI Reliance Fresh supermarket payment PURCHASE,Groceries
GPAY Jio mobile recharge ONLINE,Bills
PHONEPE BigBasket grocery order,Groceries
Meesho online order PURCHASE,Shopping
IKEA furniture shopping | Ref:63464ca2 | Amount: INR 8196.57,Shopping
UPI IOCL fuel station UPI TRANSACTION,Petrol
BANK Money received PURCHASE,Income
Unclassified transaction,Other
ONLINE Medical shop purchase UPI,Medical
POS Reliance Fresh supermarket payment PURCHASE,Groceries
Salary credited,Salary
HDFC home loan EMI | Ref:cf7497ce | Amount: INR 20765.42,EMI
Petrol pump fuel payment | Ref:7b679554 | Amount: INR 8757.81,Petrol
UPI Unclassified transaction UPI,Other
BANK PG rent payment,Rent
Netflix monthly payment UPI,Entertainment
Restaurant dining at | Ref:c9d80527 | Amount: INR 17278.76,Food
UPI Udemy course purchase PURCHASE,Studies
BANK Indian Oil petrol pump payment UPI,Petrol
Dominos pizza order | Ref:800bacf6 | Amount: INR 10220.23,Food
PHONEPE Gaming purchase PAYMENT,Entertainment
UPI Apartment rent payment UPI,Rent
UPI Personal bank transfer ONLINE,Personal Transfer
SBI car loan EMI | Ref:864d5267 | Amount: INR 47678.01,EMI
PAYTM General credit to account TRANSACTION,Income
BANK Airtel recharge PAYMENT,Bills
PHONEPE Gaming purchase TRANSACTION,Entertainment
HDFC home loan EMI | Ref:7ad31a5e | Amount: INR 3920.78,EMI
Provision store payment ONLINE,Groceries
BANK Payment to friend TRANSACTION,Personal Transfer
POS BigBasket grocery order TRANSACTION,Groceries
PAYTM BookMyShow movie ticket PAYMENT,Entertainment
POS Unclassified transaction PURCHASE,Other
Flat rent transfer PAYMENT,Rent
UPI UPI payment to Ravi UPI,Personal Transfer
ONLINE Incoming bank credit PAYMENT,Income
BANK Personal UPI transfer UPI,Personal Transfer
Myntra clothing order | Ref:9c14f1a4 | Amount: INR 6910.79,Shopping
POS Miscellaneous expense UPI,Other
PAYTM Unknown bank transaction UPI,Other
MakeMyTrip hotel booking | Ref:f8686f71 | Amount: INR 36799.49,Transport
Medical shop purchase,Medical
PHONEPE Money sent to Deepak PURCHASE,Personal Transfer
Ola cab fare | Ref:37febe2a | Amount: INR 40762.58,Transport
Bajaj Finserv EMI payment | Ref:f2dacece | Amount: INR 38353.35,EMI
Udemy course purchase TRANSACTION,Studies
POS Doctor consultation fee ONLINE,Medical
PHONEPE Provision store payment PURCHASE,Groceries
ONLINE Myntra shopping payment UPI,Shopping
PAYTM General credit to account ONLINE,Income
Petrol pump fuel payment | Ref:c5acbf17 | Amount: INR 18499.41,Petrol
ONLINE Room rent August ONLINE,Rent
ONLINE Educational institution fee PAYMENT,Studies
Personal loan EMI deduction | Ref:1b417817 | Amount: INR 11839.1,EMI
POS Burger restaurant payment ONLINE,Food
PHONEPE Employer salary payment,Salary
BANK Freelance payment received PAYMENT,Income
Indian Oil petrol pump payment TRANSACTION,Petrol
POS General purchase UPI,Other
Restaurant dining at | Ref:f0b6f1a0 | Amount: INR 45466.81,Food
PHONEPE Income credited PURCHASE,Income
ONLINE Finance company EMI debit PURCHASE,EMI
HDFC home loan EMI | Ref:ca09cb89 | Amount: INR 16912.83,EMI
BANK Exam fee payment TRANSACTION,Studies
PAYTM Salary credited PAYMENT,Salary
PAYTM Miscellaneous expense TRANSACTION,Other
Cafe coffee purchase at | Ref:3e69d0b1 | Amount: INR 10045.81,Food
Personal loan EMI deduction | Ref:7d7f1590 | Amount: INR 2855.8,EMI
POS Medicine purchase UPI,Medical
MakeMyTrip hotel booking | Ref:c6328118 | Amount: INR 29662.1,Transport
HDFC home loan EMI | Ref:f09d6a63 | Amount: INR 17042.03,EMI
GPAY Money sent to Deepak TRANSACTION,Personal Transfer
Uber ride payment | Ref:4ee3b570 | Amount: INR 9172.85,Transport
PAYTM Disney Hotstar subscription TRANSACTION,Entertainment
BANK Incoming bank credit TRANSACTION,Income
BANK Cafe payment TRANSACTION,Food
GPAY MedPlus pharmacy purchase PAYMENT,Medical
PPF contribution | Ref:945c9188 | Amount: INR 23006.96,Investment
SIP investment in mutual fund | Ref:72c86f7d | Amount: INR 42989.44,Investment
GPAY AJIO UPI payment ONLINE,Shopping
Incoming bank credit,Income
POS Blinkit grocery payment UPI,Groceries
UPI Misc expense payment PURCHASE,Other
Credit card EMI installment | Ref:467b6e59 | Amount: INR 41533.7,EMI
ONLINE Unclassified transaction PAYMENT,Other
PHONEPE Medical shop purchase TRANSACTION,Medical
UPI Room rent August PURCHASE,Rent
GPAY Landlord rent payment UPI,Rent
BANK Provision store payment PURCHASE,Groceries
Payroll credit,Salary
Hostel rent payment UPI,Rent
Petrol pump fuel payment | Ref:0c7ec32f | Amount: INR 10979.51,Petrol
BANK BigBasket grocery order ONLINE,Groceries
IRCTC train ticket booking | Ref:f5ac8327 | Amount: INR 5207.72,Transport
Restaurant dining at | Ref:6a2e4bbf | Amount: INR 11118.74,Food
BANK Electricity bill payment PURCHASE,Bills
BANK Mutual fund investment PAYMENT,Investment
BANK House rent payment UPI,Rent
Blinkit grocery payment PURCHASE,Groceries
Fixed deposit investment | Ref:6f6c2a6f | Amount: INR 29826.54,Investment
PAYTM Flat rent transfer PAYMENT,Rent
IRCTC train ticket booking | Ref:fad9afca | Amount: INR 32210.38,Transport
GPAY Educational institution fee,Studies
BANK Taxi fare UPI payment UPI,Transport
Petrol pump fuel payment | Ref:2a0c1917 | Amount: INR 17357.93,Petrol
GPAY Bharat Petroleum fuel purchase PURCHASE,Petrol
Employer salary payment,Salary
POS Disney Hotstar subscription UPI,Entertainment
Fixed deposit investment | Ref:6f252e03 | Amount: INR 22130.11,Investment
PHONEPE UPI transfer to Arun PAYMENT,Personal Transfer
Personal loan EMI deduction | Ref:a75ff7b1 | Amount: INR 2354.77,EMI
Clinic payment PURCHASE,Medical
GPAY Doctor consultation fee PAYMENT,Medical
PAYTM School fee payment TRANSACTION,Studies
BANK University tuition fee PAYMENT,Studies
PHONEPE Coursera course payment TRANSACTION,Studies
PAYTM Myntra shopping payment UPI,Shopping
Myntra clothing order | Ref:12060c8a | Amount: INR 12186.64,Shopping
ONLINE Water bill payment,Bills
SIP investment in mutual fund | Ref:423c6cfa | Amount: INR 4656.63,Investment
BANK Income credited PAYMENT,Income
UPI transfer to friend PAYMENT,Personal Transfer
Ola cab fare | Ref:f02557f7 | Amount: INR 18997.38,Transport
GPAY Misc expense payment PURCHASE,Other
BANK BigBasket grocery order,Groceries
PHONEPE Room rent August PAYMENT,Rent
MedPlus pharmacy purchase TRANSACTION,Medical
BANK Unknown bank transaction PAYMENT,Other
Reliance Digital purchase | Ref:cf0d0ab1 | Amount: INR 898.58,Shopping
PAYTM General income credit,Income
Groww ETF investment | Ref:4f5259fd | Amount: INR 25215.57,Investment
Ola cab fare | Ref:37ed8eef | Amount: INR 15059.0,Transport
BANK Zepto grocery delivery,Groceries
PAYTM MedPlus pharmacy purchase PAYMENT,Medical
POS Landlord rent payment PAYMENT,Rent
PAYTM Miscellaneous expense TRANSACTION,Other
Zomato dinner bill | Ref:49f63c8a | Amount: INR 14015.87,Food
UPI Flat rent transfer,Rent
SIP investment in mutual fund | Ref:5d6c5973 | Amount: INR 29505.22,Investment
GPAY Bharat Petroleum fuel purchase TRANSACTION,Petrol
GPAY MedPlus pharmacy purchase PAYMENT,Medical
UPI Personal bank transfer UPI,Personal Transfer
Zomato dinner bill | Ref:1b94aaf2 | Amount: INR 39672.02,Food
GPAY Retail clothing purchase,Shopping
Fixed deposit investment | Ref:bb0be8d4 | Amount: INR 16230.35,Investment
Medical shop purchase,Medical
PAYTM Utility bill payment TRANSACTION,Bills
Company salary deposit PAYMENT,Salary
MakeMyTrip hotel booking | Ref:e353329f | Amount: INR 27506.38,Transport
PAYTM General payment,Other
GPAY UPI transfer to Arun ONLINE,Personal Transfer
PAYTM Flat rent transfer PAYMENT,Rent
PHONEPE Payment received UPI,Income
UPI Indian Oil petrol pump payment ONLINE,Petrol
UPI Freelance payment received PURCHASE,Income
PHONEPE Room rent August PURCHASE,Rent
BANK Jio mobile recharge ONLINE,Bills
POS Prime Video subscription PAYMENT,Entertainment
Dominos pizza order | Ref:9e2127da | Amount: INR 16671.26,Food
GPAY BPCL petrol station transaction PURCHASE,Petrol
PHONEPE Payroll credit PURCHASE,Salary
Dominos pizza order | Ref:6e531947 | Amount: INR 18579.54,Food
ONLINE Hostel rent payment TRANSACTION,Rent
PAYTM Room rent August,Rent
Water bill payment UPI,Bills
PHONEPE Apollo Pharmacy payment PAYMENT,Medical
ONLINE Freelance payment received UPI,Income
PHONEPE UPI transfer to friend UPI,Personal Transfer
PAYTM Electricity bill payment ONLINE,Bills
POS Money transfer to person UPI,Personal Transfer
PAYTM Netflix monthly payment TRANSACTION,Entertainment
Grocery purchase at Big Bazaar | Ref:b1f3cddb | Amount: INR 33665.06,Food
PAYTM General credit to account PAYMENT,Income
Bajaj Finserv EMI payment | Ref:d8d18ad1 | Amount: INR 29153.26,EMI
House rent payment PURCHASE,Rent
Uber cab payment PAYMENT,Transport
ONLINE Academic fee payment PAYMENT,Studies
Cafe coffee purchase at | Ref:b1f0b5ad | Amount: INR 6822.0,Food
UPI Personal bank transfer PAYMENT,Personal Transfer
Flipkart electronics purchase | Ref:c77ae46b | Amount: INR 6166.32,Shopping
PHONEPE Misc expense payment ONLINE,Other
ONLINE Unclassified transaction TRANSACTION,Other
BANK Exam fee payment PURCHASE,Studies
Incoming bank credit ONLINE,Income
Amazon online shopping | Ref:cddb2aa1 | Amount: INR 28794.46,Shopping
POS Bike loan EMI payment PAYMENT,EMI
Zerodha stock purchase | Ref:09901a0f | Amount: INR 9252.63,Investment
PHONEPE Disney Hotstar subscription UPI,Entertainment
Electricity bill payment TRANSACTION,Bills
Myntra clothing order | Ref:332e793d | Amount: INR 17245.24,Shopping
Personal loan EMI deduction | Ref:fe3eb7e8 | Amount: INR 32684.16,EMI
PAYTM Monthly salary credit,Salary
Petrol pump fuel payment | Ref:93163dc8 | Amount: INR 43003.31,Petrol
Fixed deposit investment | Ref:6b03f37f | Amount: INR 39708.32,Investment
Hostel rent payment PURCHASE,Rent
Fixed deposit investment | Ref:0e0be2ea | Amount: INR 32844.46,Investment
Personal loan EMI deduction | Ref:b3507120 | Amount: INR 25118.53,EMI
Zomato dinner bill | Ref:6e9636c5 | Amount: INR 48125.64,Food
BANK Gaming purchase PAYMENT,Entertainment
Fixed deposit investment | Ref:2c9b0136 | Amount: INR 16619.91,Investment
HDFC home loan EMI | Ref:5e18075f | Amount: INR 27795.45,EMI
Ola cab fare | Ref:0a01c071 | Amount: INR 42092.23,Transport
ONLINE Medicine purchase ONLINE,Medical
PHONEPE Diagnostic lab payment PURCHASE,Medical
HDFC home loan EMI | Ref:ba2210dd | Amount: INR 40879.01,EMI
POS Cash deposit credit PAYMENT,Income
Amazon online shopping | Ref:7e8cd801 | Amount: INR 33082.97,Shopping
PHONEPE Theatre ticket payment,Entertainment
POS Miscellaneous expense UPI,Other
UPI Bank credit received PAYMENT,Income
Petrol pump fuel payment | Ref:c9bcb18f | Amount: INR 16164.21,Petrol
Petrol pump fuel payment | Ref:4d4a68b1 | Amount: INR 25634.73,Petrol
UPI Personal bank transfer TRANSACTION,Personal Transfer
Provision store payment PURCHASE,Groceries
Indian Oil petrol pump payment TRANSACTION,Petrol
Uber ride payment | Ref:e7acda94 | Amount: INR 43107.8,Transport
Reliance Digital purchase | Ref:9dbaae76 | Amount: INR 43485.52,Shopping
Ola cab fare | Ref:0eaaaaef | Amount: INR 45485.47,Transport
UPI General purchase PURCHASE,Other
UPI Miscellaneous expense UPI,Other
Personal loan EMI deduction | Ref:d10b9812 | Amount: INR 49458.63,EMI
RedBus bus ticket | Ref:47e87e05 | Amount: INR 34528.87,Transport
ONLINE BookMyShow movie ticket,Entertainment
Netflix monthly payment,Entertainment
PAYTM Cash deposit credit PAYMENT,Income
PPF contribution | Ref:845ed7b4 | Amount: INR 18160.58,Investment
BANK Payment to friend PURCHASE,Personal Transfer
Personal loan EMI deduction | Ref:bee472a2 | Amount: INR 39048.59,EMI
POS Supermarket grocery purchase,Groceries
Provision store payment ONLINE,Groceries
PAYTM Bank account credit received PAYMENT,Income
IRCTC train ticket booking | Ref:07b14f37 | Amount: INR 14032.15,Transport
Diesel filling payment UPI,Petrol
PAYTM Indian Oil petrol pump payment,Petrol
PAYTM Apollo Pharmacy payment PURCHASE,Medical
GPAY BigBasket grocery order UPI,Groceries
BANK Car loan EMI payment PURCHASE,EMI
PAYTM Fast food restaurant UPI,Food
PAYTM Unclassified transaction PURCHASE,Other
Restaurant dining at | Ref:b5d59776 | Amount: INR 10196.89,Food
BANK Miscellaneous expense PAYMENT,Other
IKEA furniture shopping | Ref:eefd4991 | Amount: INR 24845.03,Shopping
Bajaj Finserv EMI payment | Ref:3d4126fd | Amount: INR 27656.75,EMI
BANK Exam fee payment UPI,Studies
ONLINE Reliance Fresh supermarket payment PURCHASE,Groceries
POS Provision store payment UPI,Groceries
Myntra clothing order | Ref:d69959ee | Amount: INR 17095.1,Shopping
GPAY Salary credited UPI,Salary
IRCTC train ticket booking | Ref:f856dbc6 | Amount: INR 49322.93,Transport
Other transaction TRANSACTION,Other
ONLINE Monthly rent transfer PURCHASE,Rent
BANK University tuition fee UPI,Studies
PHONEPE Other transaction TRANSACTION,Other
POS Payroll credit PURCHASE,Salary
BANK Bank credit received TRANSACTION,Income
Money received PURCHASE,Income
PHONEPE Salary credited ONLINE,Salary
Personal loan EMI deduction | Ref:e68894fc | Amount: INR 33076.09,EMI
ONLINE Unknown bank transaction PAYMENT,Other
UPI Provision store payment UPI,Groceries
Zomato dinner bill | Ref:3b637b44 | Amount: INR 46118.6,Food
IKEA furniture shopping | Ref:008bb70b | Amount: INR 4050.6,Shopping
Petrol pump fuel payment | Ref:725c1a8a | Amount: INR 17214.55,Petrol
POS Jio mobile recharge TRANSACTION,Bills
Myntra clothing order | Ref:e785d6eb | Amount: INR 27462.56,Shopping
ONLINE Theatre ticket payment PAYMENT,Entertainment
McDonalds UPI payment ONLINE,Food
Petrol pump fuel payment | Ref:9f8676ef | Amount: INR 37466.26,Petrol
Petrol pump fuel payment | Ref:90b75832 | Amount: INR 21639.33,Petrol
